invoice_no,vendor,date,amount,label
INV-2598,Gamma Co,2025-07-08,316.0,0
INV-1419,Gamma Co,2024-09-19,1097.0,0
INV-4789,Gamma Co,2024-12-03,452.0,0
INV-6525,Beta Traders,2025-03-02,77.0,1
INV-8906,Beta Traders,2024-09-24,414.0,0
INV-1286,Beta Traders,2025-01-12,500.0,0
INV-5508,Omega Inc,2024-08-28,9542.0,0
INV-4575,Omega Inc,2025-01-25,335.0,0
INV-3002,Alpha Supplies,2024-11-14,1043.0,0
INV-7075,Beta Traders,2025-02-19,644.0,0
INV-7758,Omega Inc,2025-03-29,10028.0,0
INV-3652,Omega Inc,2024-08-12,233.0,0
INV-8344,Gamma Co,2025-01-26,256.0,0
INV-4489,Alpha Supplies,2025-01-09,533.0,0
INV-5720,Beta Traders,2024-10-08,1341.0,0
INV-9939,Beta Traders,2024-08-13,524.0,0
INV-5516,Delta Services,2024-08-13,10585.0,0
INV-7732,Gamma Co,2025-06-25,2341.0,0
INV-4520,Alpha Supplies,2025-06-24,103.0,0
INV-9787,Delta Services,2025-06-12,256.0,0
INV-7617,Beta Traders,2025-04-26,133.0,0
INV-5961,Gamma Co,2025-07-27,1160.0,0
INV-9541,Beta Traders,2025-03-27,460.0,0
INV-9272,Omega Inc,2024-10-06,1393.0,0
INV-9463,Delta Services,2024-11-21,5794.0,0
INV-9426,Gamma Co,2025-07-15,6348.0,0
INV-7260,Alpha Supplies,2025-08-05,1520.0,0
INV-9573,Beta Traders,2025-02-19,1255.0,0
INV-6165,Delta Services,2024-11-08,122.0,0
INV-8838,Beta Traders,2024-08-21,1193.0,0
INV-8962,Beta Traders,2025-02-23,3638.0,0
INV-2763,Beta Traders,2024-10-06,1283.0,0
INV-7387,Gamma Co,2024-09-17,114.0,0
INV-8635,Beta Traders,2024-12-07,1255.0,0
INV-6913,Gamma Co,2024-09-02,114.0,0
INV-8413,Beta Traders,2025-03-28,1200.0,0
INV-6519,Gamma Co,2025-06-26,3124.0,1
INV-5228,Alpha Supplies,2024-10-21,434.0,0
INV-1134,Delta Services,2025-07-04,6340.0,0
INV-6629,Beta Traders,2025-03-30,9576.0,0
INV-3430,Gamma Co,2025-01-08,254.0,0
INV-8506,Gamma Co,2025-02-13,1108.0,0
INV-7890,Gamma Co,2025-04-06,5041.0,0
INV-5896,Gamma Co,2025-07-03,1280.0,0
INV-4612,Omega Inc,2025-03-01,106.0,0
INV-7783,Beta Traders,2025-03-21,3640.0,0
INV-3947,Gamma Co,2025-03-09,1008.0,0
INV-7266,Alpha Supplies,2025-01-01,5178.0,0
INV-1198,Alpha Supplies,2025-01-03,4785.0,0
INV-5077,Alpha Supplies,2025-03-29,1305.0,0
INV-9425,Delta Services,2025-01-15,971.0,0
INV-4594,Omega Inc,2025-05-31,1220.0,0
INV-2913,Alpha Supplies,2025-04-24,1497.0,0
INV-2309,Beta Traders,2025-06-19,86.0,0
INV-5703,Omega Inc,2024-12-16,1254.0,0
INV-2796,Alpha Supplies,2025-01-30,593.0,0
INV-1851,Omega Inc,2025-01-05,93.0,0
INV-2323,Beta Traders,2025-07-19,1105.0,0
INV-4629,Delta Services,2024-08-26,4354.0,0
INV-5218,Alpha Supplies,2025-01-18,4626.0,0
INV-2787,Gamma Co,2025-06-06,769.0,0
INV-9106,Omega Inc,2025-06-13,105.0,1
INV-5676,Gamma Co,2025-07-20,1075.0,0
INV-1490,Gamma Co,2025-03-30,108.0,1
INV-3117,Omega Inc,2024-08-27,5968.0,0
INV-1089,Omega Inc,2024-08-17,232.0,0
INV-2142,Omega Inc,2024-12-20,505.0,0
INV-9966,Delta Services,2025-01-07,5153.0,0
INV-7617,Delta Services,2025-03-15,1315.0,0
INV-1307,Alpha Supplies,2025-01-18,9487.0,0
INV-8911,Omega Inc,2025-06-29,10169.0,0
INV-7015,Gamma Co,2024-11-14,5781.0,0
INV-5310,Beta Traders,2024-09-12,4720.0,1
INV-6987,Omega Inc,2025-05-22,1161.0,0
INV-1385,Alpha Supplies,2024-08-20,251.0,0
INV-3975,Beta Traders,2025-02-01,294.0,0
INV-6526,Delta Services,2024-09-28,262.0,0
INV-2748,Delta Services,2024-12-07,9739.0,0
INV-1694,Gamma Co,2024-09-25,5733.0,0
INV-3557,Alpha Supplies,2024-11-09,6246.0,0
INV-7968,Gamma Co,2025-05-14,5526.0,0
INV-7906,Omega Inc,2025-04-10,10782.0,0
INV-8907,Gamma Co,2025-06-03,946.0,0
INV-9127,Alpha Supplies,2024-10-18,246.0,0
INV-4346,Gamma Co,2025-03-10,1191.0,0
INV-8720,Gamma Co,2025-05-16,10343.0,0
INV-1814,Alpha Supplies,2025-03-28,611.0,0
INV-3394,Beta Traders,2025-03-28,574.0,0
INV-4974,Beta Traders,2025-04-30,10575.0,0
INV-5356,Delta Services,2025-04-23,1357.0,0
INV-7903,Alpha Supplies,2024-10-03,269.0,0
INV-2606,Delta Services,2024-09-24,187.0,0
INV-3605,Alpha Supplies,2025-03-11,485.0,0
INV-8689,Gamma Co,2024-10-06,424.0,0
INV-8515,Alpha Supplies,2025-04-29,106.0,0
INV-8206,Delta Services,2024-10-01,1242.0,0
INV-1758,Alpha Supplies,2025-05-31,288.0,0
INV-5886,Gamma Co,2025-04-06,1011.0,0
INV-6320,Omega Inc,2025-06-29,304.0,0
INV-4000,Delta Services,2024-10-26,100.0,0
INV-6111,Delta Services,2025-03-16,311.0,0
INV-8705,Delta Services,2024-11-01,258.0,0
INV-6554,Gamma Co,2024-11-09,330.0,0
INV-9653,Beta Traders,2024-12-04,1335.0,0
INV-9792,Omega Inc,2025-06-19,5996.0,0
INV-1938,Omega Inc,2025-02-24,256.0,0
INV-8001,Alpha Supplies,2024-11-27,107.0,0
INV-3683,Beta Traders,2025-07-13,1096.0,0
INV-3451,Omega Inc,2024-12-13,925.0,0
INV-7616,Omega Inc,2024-11-02,6003.0,0
INV-6275,Delta Services,2025-05-26,1009.0,0
INV-2928,Omega Inc,2025-02-17,1149.0,0
INV-3815,Delta Services,2024-11-06,10434.0,0
INV-1491,Omega Inc,2024-12-04,9949.0,0
INV-5998,Omega Inc,2025-02-06,4311.0,0
INV-1726,Alpha Supplies,2025-05-10,3932.0,0
INV-3934,Alpha Supplies,2025-06-02,10117.0,0
INV-8233,Beta Traders,2025-07-19,112.0,0
INV-6622,Gamma Co,2024-08-31,618.0,0
INV-8367,Alpha Supplies,2025-07-30,389.0,0
INV-2438,Alpha Supplies,2024-12-28,5448.0,0
INV-9355,Omega Inc,2025-07-16,4812.0,0
INV-8926,Gamma Co,2025-07-05,123.0,0
INV-6903,Alpha Supplies,2025-07-16,9539.0,0
INV-4749,Omega Inc,2025-08-08,6979.0,0
INV-5253,Beta Traders,2025-02-15,1295.0,0
INV-3881,Omega Inc,2025-01-05,97.0,0
INV-6591,Omega Inc,2025-05-06,1366.0,0
INV-9564,Delta Services,2025-07-01,5703.0,0
INV-8460,Gamma Co,2025-03-15,6115.0,0
INV-2325,Alpha Supplies,2025-05-01,4372.0,0
INV-1825,Gamma Co,2025-05-11,192.0,0
INV-5904,Delta Services,2025-07-10,991.0,0
INV-8775,Omega Inc,2025-08-01,438.0,0
INV-6287,Omega Inc,2024-11-20,302.0,0
INV-4062,Delta Services,2024-09-06,1417.0,0
INV-1524,Gamma Co,2024-12-22,1518.0,0
INV-6351,Alpha Supplies,2025-03-05,275.0,0
INV-5053,Gamma Co,2024-10-30,5245.0,0
INV-3394,Gamma Co,2025-01-01,6680.0,0
INV-3388,Omega Inc,2024-08-28,284.0,1
INV-1158,Omega Inc,2024-09-02,4375.0,0
INV-5269,Alpha Supplies,2025-02-09,75.0,0
INV-6960,Omega Inc,2024-09-11,232.0,0
INV-1306,Alpha Supplies,2025-06-12,84.0,0
INV-9652,Omega Inc,2025-01-03,1217.0,0
INV-1031,Alpha Supplies,2025-04-04,13226.0,0
INV-7525,Delta Services,2025-03-14,1194.0,0
INV-2484,Gamma Co,2025-01-20,267.0,0
INV-8024,Alpha Supplies,2025-03-29,1437.0,0
INV-2593,Beta Traders,2025-03-16,94.0,0
INV-3039,Delta Services,2025-04-14,8573.0,0
INV-7202,Omega Inc,2025-03-29,6558.0,0
INV-2873,Alpha Supplies,2025-03-30,265.0,0
INV-5473,Omega Inc,2024-12-26,447.0,0
INV-6365,Alpha Supplies,2025-05-29,86.0,0
INV-3961,Beta Traders,2025-04-01,307.0,0
INV-9763,Beta Traders,2024-09-22,13279.0,1
INV-7850,Alpha Supplies,2024-11-05,9071.0,0
INV-7591,Alpha Supplies,2025-05-30,84.0,0
INV-8746,Omega Inc,2024-08-31,9454.0,0
INV-9309,Omega Inc,2024-09-22,985.0,0
INV-8258,Gamma Co,2025-04-05,12535.0,0
INV-4537,Beta Traders,2025-03-09,9359.0,0
INV-6980,Gamma Co,2025-08-07,11016.0,0
INV-2512,Delta Services,2024-12-12,1273.0,0
INV-8397,Alpha Supplies,2025-07-09,598.0,0
INV-5169,Alpha Supplies,2024-10-09,8909.0,0
INV-6149,Gamma Co,2024-08-16,227.0,0
INV-8398,Delta Services,2024-12-25,10740.0,0
INV-4848,Alpha Supplies,2025-06-22,480.0,0
INV-4747,Alpha Supplies,2025-04-15,8247.0,0
INV-9941,Delta Services,2024-12-23,105.0,0
INV-3643,Gamma Co,2024-11-24,87.0,0
INV-4910,Alpha Supplies,2025-04-01,107.0,0
INV-7654,Delta Services,2024-09-06,11432.0,0
INV-1053,Delta Services,2025-02-07,523.0,0
INV-7983,Gamma Co,2024-10-23,11909.0,0
INV-6668,Beta Traders,2024-10-15,111.0,0
INV-1487,Gamma Co,2025-05-09,4445.0,0
INV-5617,Delta Services,2025-01-08,225.0,0
INV-7900,Gamma Co,2024-12-05,104.0,0
INV-7898,Omega Inc,2025-04-25,490.0,0
INV-8648,Delta Services,2025-08-02,423.0,0
INV-2199,Beta Traders,2025-08-06,266.0,0
INV-3456,Delta Services,2024-11-15,108.0,0
INV-1523,Gamma Co,2024-12-15,5270.0,0
INV-4436,Beta Traders,2025-01-06,270.0,0
INV-4964,Gamma Co,2025-07-20,10970.0,1
INV-1139,Beta Traders,2024-09-05,8916.0,0
INV-8745,Delta Services,2025-07-17,11269.0,0
INV-3490,Omega Inc,2025-06-22,112.0,0
INV-5130,Gamma Co,2024-11-27,108.0,0
INV-6062,Omega Inc,2024-10-13,4761.0,0
INV-4133,Gamma Co,2025-05-27,10909.0,0
INV-9979,Beta Traders,2024-12-21,1254.0,0
INV-3031,Alpha Supplies,2025-02-07,502.0,0
INV-6589,Delta Services,2024-09-29,304.0,0
INV-2550,Beta Traders,2025-06-14,1225.0,0
INV-5284,Delta Services,2025-05-21,109.0,0
INV-8530,Beta Traders,2025-02-24,1074.0,0
INV-9113,Alpha Supplies,2025-03-26,412.0,0
INV-6853,Gamma Co,2024-12-01,10592.0,0
INV-8218,Gamma Co,2025-05-03,6266.0,0
INV-4488,Alpha Supplies,2025-03-28,387.0,0
INV-1380,Gamma Co,2025-06-11,385.0,0
INV-5128,Alpha Supplies,2024-10-10,307.0,0
INV-5571,Delta Services,2024-12-28,9969.0,0
INV-4395,Omega Inc,2024-10-12,107.0,0
INV-8951,Omega Inc,2024-09-14,109.0,0
INV-8441,Omega Inc,2024-09-16,248.0,0
INV-5257,Delta Services,2025-06-19,88.0,0
INV-5819,Alpha Supplies,2025-04-12,9823.0,0
INV-7370,Gamma Co,2025-01-12,1059.0,0
INV-2491,Alpha Supplies,2025-06-25,8234.0,0
INV-5481,Omega Inc,2024-11-07,9100.0,0
INV-9781,Beta Traders,2025-02-14,544.0,0
INV-3277,Omega Inc,2025-06-24,224.0,0
INV-6810,Gamma Co,2024-11-14,6339.0,0
INV-7876,Alpha Supplies,2025-05-02,309.0,0
INV-4967,Omega Inc,2025-06-06,8052.0,0
INV-6351,Gamma Co,2024-12-05,5467.0,0
INV-3219,Delta Services,2025-05-02,82.0,0
INV-9095,Beta Traders,2024-09-02,8756.0,1
INV-4551,Beta Traders,2025-07-31,298.0,0
INV-1180,Alpha Supplies,2025-03-22,5253.0,0
INV-5896,Omega Inc,2025-04-18,99.0,0
INV-4352,Omega Inc,2024-12-24,218.0,0
INV-5919,Omega Inc,2025-01-12,4451.0,1
INV-5761,Beta Traders,2025-01-16,298.0,0
INV-4910,Delta Services,2025-02-04,5008.0,0
INV-4219,Beta Traders,2025-06-17,102.0,0
INV-7362,Alpha Supplies,2025-07-26,4476.0,0
INV-9654,Gamma Co,2025-06-12,1254.0,0
INV-5284,Gamma Co,2025-07-17,225.0,0
INV-5407,Beta Traders,2025-04-14,266.0,0
INV-9719,Beta Traders,2025-06-10,244.0,0
INV-3085,Beta Traders,2024-12-07,103.0,0
INV-8232,Beta Traders,2025-02-26,5377.0,0
INV-2800,Alpha Supplies,2024-11-12,12478.0,0
INV-9153,Omega Inc,2025-05-22,10276.0,0
INV-9068,Delta Services,2025-01-20,1330.0,0
INV-7873,Gamma Co,2025-01-31,437.0,0
INV-8526,Alpha Supplies,2025-07-01,10259.0,0
INV-3129,Omega Inc,2024-11-12,86.0,0
INV-1740,Alpha Supplies,2025-04-28,1377.0,0
INV-4839,Beta Traders,2025-01-09,6851.0,0
INV-2387,Gamma Co,2024-12-29,11875.0,0
INV-5892,Alpha Supplies,2024-11-12,231.0,0
INV-7314,Delta Services,2025-02-25,252.0,0
INV-9161,Delta Services,2025-06-12,8397.0,1
INV-4424,Alpha Supplies,2024-09-26,1326.0,0
INV-2078,Beta Traders,2025-04-01,1490.0,0
INV-2526,Alpha Supplies,2025-04-27,241.0,0
INV-8304,Gamma Co,2024-12-28,1448.0,1
INV-2431,Omega Inc,2025-05-26,1376.0,0
INV-8308,Alpha Supplies,2024-08-13,6203.0,0
INV-7908,Beta Traders,2024-12-27,9549.0,0
INV-5498,Gamma Co,2025-03-04,10257.0,0
INV-3951,Alpha Supplies,2024-12-09,11558.0,1
INV-8082,Omega Inc,2025-02-20,224.0,1
INV-2979,Gamma Co,2024-10-25,227.0,0
INV-4056,Gamma Co,2024-11-01,11030.0,0
INV-9884,Gamma Co,2025-08-09,1365.0,0
INV-9254,Delta Services,2025-06-09,204.0,0
INV-2797,Alpha Supplies,2024-09-15,89.0,0
INV-9009,Omega Inc,2024-10-21,1165.0,0
INV-5576,Delta Services,2024-08-29,570.0,0
INV-9059,Gamma Co,2025-07-16,8627.0,1
INV-6740,Omega Inc,2025-04-15,218.0,0
INV-9227,Beta Traders,2025-06-27,434.0,0
INV-2732,Gamma Co,2025-02-05,4537.0,0
INV-5350,Gamma Co,2025-03-23,454.0,0
INV-8227,Alpha Supplies,2025-02-10,570.0,0
INV-5941,Alpha Supplies,2024-10-12,5760.0,0
INV-7635,Delta Services,2025-06-07,9745.0,1
INV-9607,Beta Traders,2025-01-28,86.0,0
INV-8266,Beta Traders,2025-07-01,1162.0,0
INV-4678,Delta Services,2025-08-10,4770.0,0
INV-1206,Alpha Supplies,2024-11-12,105.0,0
INV-3305,Gamma Co,2025-02-11,87.0,0
INV-5457,Delta Services,2024-12-28,242.0,0
INV-1061,Gamma Co,2025-02-23,231.0,0
INV-5326,Omega Inc,2025-01-05,1209.0,0
INV-3455,Beta Traders,2025-07-02,9453.0,0
INV-4017,Delta Services,2025-05-12,9288.0,0
INV-7186,Delta Services,2025-07-26,4356.0,0
INV-8958,Gamma Co,2025-06-22,5218.0,0
INV-4728,Gamma Co,2024-09-13,8847.0,0
INV-3186,Delta Services,2024-12-16,11765.0,0
INV-1348,Gamma Co,2025-08-08,260.0,0
INV-1024,Delta Services,2025-01-31,5761.0,0
INV-5200,Delta Services,2025-02-15,1326.0,0
INV-1346,Gamma Co,2024-11-01,289.0,0
INV-4959,Alpha Supplies,2025-05-29,223.0,0
INV-3269,Delta Services,2025-01-07,9623.0,0
INV-5923,Beta Traders,2024-08-23,10279.0,1
INV-1034,Omega Inc,2025-06-26,5819.0,1
INV-4006,Gamma Co,2025-04-17,5006.0,0
INV-6394,Gamma Co,2024-12-08,1614.0,0
INV-5981,Alpha Supplies,2025-03-09,8988.0,0
INV-3327,Alpha Supplies,2025-07-12,98.0,0
INV-5263,Gamma Co,2024-10-31,90.0,0
INV-3912,Beta Traders,2024-11-21,4019.0,0
INV-6460,Alpha Supplies,2025-04-07,313.0,0
INV-3327,Omega Inc,2025-06-26,210.0,0
INV-1535,Omega Inc,2024-08-18,10200.0,0
INV-1010,Omega Inc,2024-12-12,9908.0,0
INV-1701,Gamma Co,2024-08-15,225.0,0
INV-6105,Delta Services,2024-12-24,97.0,0
INV-1210,Gamma Co,2024-09-06,362.0,0
INV-1749,Gamma Co,2024-12-16,257.0,0
INV-6638,Beta Traders,2025-04-19,4836.0,0
INV-8645,Beta Traders,2024-08-23,122.0,0
INV-5531,Omega Inc,2025-07-02,100.0,0
INV-5020,Omega Inc,2025-03-25,4142.0,1
INV-8034,Omega Inc,2024-11-13,96.0,0
INV-7100,Omega Inc,2025-01-27,10967.0,1
INV-2491,Alpha Supplies,2025-06-28,207.0,0
INV-5451,Delta Services,2024-11-30,102.0,0
INV-3294,Delta Services,2025-01-24,8540.0,0
INV-2810,Alpha Supplies,2025-05-27,12519.0,0
INV-7533,Delta Services,2024-10-16,262.0,0
INV-4976,Alpha Supplies,2025-06-13,104.0,0
INV-7878,Delta Services,2025-07-05,219.0,0
INV-9501,Beta Traders,2025-04-22,104.0,0
INV-6690,Beta Traders,2025-01-14,7786.0,0
INV-3593,Gamma Co,2025-02-09,235.0,0
INV-3965,Omega Inc,2025-07-05,11882.0,0
INV-4915,Delta Services,2025-05-12,1017.0,0
INV-8733,Beta Traders,2024-11-15,4477.0,0
INV-7315,Alpha Supplies,2025-05-29,593.0,0
INV-5704,Gamma Co,2024-11-21,431.0,0
INV-4010,Delta Services,2025-07-28,75.0,0
INV-1409,Delta Services,2024-09-10,67.0,0
INV-6284,Delta Services,2024-08-23,82.0,0
INV-4806,Delta Services,2025-07-10,273.0,0
INV-9228,Omega Inc,2025-03-06,283.0,0
INV-2274,Gamma Co,2025-06-29,556.0,0
INV-8001,Alpha Supplies,2024-11-14,10534.0,0
INV-7204,Alpha Supplies,2024-09-30,288.0,0
INV-4024,Gamma Co,2025-01-15,251.0,0
INV-4470,Alpha Supplies,2025-02-21,6015.0,0
INV-5595,Omega Inc,2024-12-29,517.0,0
INV-5748,Delta Services,2025-06-11,4514.0,0
INV-4130,Alpha Supplies,2025-05-11,120.0,0
INV-9926,Omega Inc,2024-12-17,8149.0,1
INV-9514,Gamma Co,2025-02-16,1068.0,0
INV-9027,Gamma Co,2024-12-05,90.0,0
INV-9445,Gamma Co,2024-10-17,924.0,0
INV-4772,Alpha Supplies,2024-09-30,87.0,0
INV-2157,Gamma Co,2024-12-06,105.0,0
INV-6486,Alpha Supplies,2024-12-01,566.0,0
INV-4361,Omega Inc,2025-04-19,1234.0,0
INV-5294,Delta Services,2024-10-14,1073.0,0
INV-1506,Delta Services,2025-07-28,582.0,0
INV-9805,Alpha Supplies,2024-09-29,109.0,0
INV-5139,Delta Services,2025-01-11,4736.0,0
INV-9235,Alpha Supplies,2025-04-25,282.0,0
INV-9610,Delta Services,2024-09-20,234.0,0
INV-4740,Beta Traders,2025-07-01,157.0,0
INV-3752,Alpha Supplies,2024-09-08,904.0,0
INV-4939,Beta Traders,2024-08-31,97.0,0
INV-2732,Omega Inc,2024-12-29,11651.0,0
INV-7146,Gamma Co,2025-02-02,295.0,0
INV-6871,Beta Traders,2024-09-07,253.0,0
INV-7290,Alpha Supplies,2025-01-30,5231.0,1
INV-7453,Alpha Supplies,2025-06-06,1531.0,0
INV-6954,Gamma Co,2024-08-22,9060.0,0
INV-6070,Delta Services,2024-08-26,10639.0,0
INV-9035,Gamma Co,2025-02-27,127.0,0
INV-3524,Alpha Supplies,2025-06-09,8837.0,1
INV-7109,Alpha Supplies,2024-10-20,8762.0,0
INV-5285,Omega Inc,2025-02-02,465.0,0
INV-8575,Gamma Co,2025-01-26,10918.0,0
INV-3146,Delta Services,2025-03-24,5332.0,0
INV-6822,Beta Traders,2025-07-14,108.0,0
INV-4399,Alpha Supplies,2025-04-24,4736.0,0
INV-4746,Gamma Co,2024-12-06,592.0,0
INV-2708,Delta Services,2025-05-26,242.0,0
INV-6615,Alpha Supplies,2024-11-24,586.0,0
INV-4268,Alpha Supplies,2024-09-21,11434.0,0
INV-8309,Gamma Co,2024-09-22,450.0,0
INV-2871,Beta Traders,2025-07-12,454.0,0
INV-7492,Omega Inc,2024-11-18,6122.0,1
INV-5322,Alpha Supplies,2024-08-17,4715.0,0
INV-3154,Delta Services,2024-11-10,107.0,0
INV-1615,Delta Services,2024-10-20,557.0,0
INV-1901,Omega Inc,2025-07-15,482.0,0
INV-6065,Omega Inc,2025-06-24,273.0,0
INV-4791,Beta Traders,2024-11-13,83.0,0
INV-6469,Gamma Co,2024-12-15,1165.0,0
INV-8754,Beta Traders,2024-12-06,229.0,0
INV-7574,Alpha Supplies,2025-01-06,94.0,0
INV-9242,Delta Services,2025-01-28,210.0,0
INV-8627,Beta Traders,2025-01-03,11596.0,0
INV-1389,Omega Inc,2024-10-04,971.0,0
INV-3185,Omega Inc,2025-02-14,8974.0,0
INV-7584,Beta Traders,2024-11-28,102.0,1
INV-6374,Omega Inc,2024-09-15,4763.0,0
INV-4816,Gamma Co,2024-12-28,955.0,0
INV-3149,Beta Traders,2024-10-29,1387.0,0
INV-3377,Omega Inc,2025-07-22,94.0,0
INV-8309,Delta Services,2024-11-09,4266.0,0
INV-6812,Alpha Supplies,2024-09-20,125.0,1
INV-6699,Alpha Supplies,2024-08-25,12822.0,0
INV-4090,Gamma Co,2025-07-18,1605.0,0
INV-4974,Gamma Co,2024-10-27,274.0,0
INV-7385,Beta Traders,2024-10-14,9393.0,0
INV-7979,Beta Traders,2024-09-04,1151.0,0
INV-9302,Beta Traders,2025-04-18,1184.0,0
INV-5353,Beta Traders,2024-08-25,3927.0,0
INV-8030,Alpha Supplies,2025-05-15,235.0,0
INV-4237,Alpha Supplies,2024-10-17,88.0,0
INV-6410,Omega Inc,2025-05-26,1293.0,0
INV-2490,Omega Inc,2025-06-22,8503.0,0
INV-9170,Omega Inc,2024-08-26,472.0,0
INV-6537,Gamma Co,2025-03-03,5002.0,0
INV-3950,Delta Services,2024-10-16,278.0,0
INV-5627,Omega Inc,2025-04-30,1173.0,0
INV-9527,Beta Traders,2025-03-16,531.0,0
INV-2913,Gamma Co,2025-06-06,9200.0,1
INV-5967,Omega Inc,2025-02-06,1379.0,0
INV-3370,Delta Services,2025-04-08,1410.0,0
INV-5549,Omega Inc,2025-02-11,94.0,0
INV-7901,Delta Services,2025-05-04,1024.0,0
INV-6506,Delta Services,2024-08-25,984.0,0
INV-3757,Alpha Supplies,2024-08-26,5222.0,0
INV-8386,Omega Inc,2025-08-04,481.0,0
INV-4047,Beta Traders,2024-10-15,82.0,0
INV-1199,Omega Inc,2025-03-07,531.0,0
INV-9131,Beta Traders,2025-04-29,261.0,0
INV-3382,Beta Traders,2025-03-26,99.0,0
INV-2239,Delta Services,2025-05-15,239.0,0
INV-5117,Delta Services,2024-10-28,104.0,0
INV-4718,Delta Services,2024-10-23,5044.0,0
INV-3898,Omega Inc,2024-10-17,123.0,0
INV-2348,Gamma Co,2025-05-23,5496.0,1
INV-9356,Delta Services,2024-12-14,1004.0,0
INV-9872,Omega Inc,2025-05-22,390.0,0
INV-6306,Alpha Supplies,2025-07-22,987.0,0
INV-9498,Alpha Supplies,2025-07-04,120.0,0
INV-3639,Gamma Co,2025-03-12,1310.0,0
INV-5934,Omega Inc,2024-11-11,1256.0,0
INV-8170,Delta Services,2025-01-16,599.0,0
INV-6922,Gamma Co,2025-07-02,11058.0,0
INV-6567,Beta Traders,2024-08-20,1134.0,0
INV-9117,Alpha Supplies,2025-03-06,11884.0,0
INV-7345,Alpha Supplies,2025-01-18,103.0,0
INV-3958,Beta Traders,2025-02-24,1412.0,0
INV-8336,Beta Traders,2024-10-11,123.0,0
INV-8592,Alpha Supplies,2024-12-01,1404.0,0
INV-5194,Delta Services,2025-04-27,1116.0,0
INV-8260,Beta Traders,2024-09-25,588.0,0
INV-5876,Gamma Co,2025-02-02,122.0,0
INV-9184,Beta Traders,2024-10-10,1361.0,0
INV-1109,Alpha Supplies,2025-04-22,70.0,0
INV-1171,Beta Traders,2025-03-01,1200.0,0
INV-9416,Omega Inc,2024-09-14,1559.0,0
INV-9900,Beta Traders,2025-07-01,347.0,0
INV-4008,Omega Inc,2024-11-27,87.0,0
INV-4449,Gamma Co,2025-02-19,1400.0,0
INV-4242,Alpha Supplies,2024-11-14,1323.0,0
INV-4192,Omega Inc,2025-05-14,317.0,0
INV-6547,Omega Inc,2025-02-17,5050.0,0
INV-3866,Delta Services,2024-09-03,4292.0,0
INV-4829,Omega Inc,2025-01-01,5119.0,1
INV-2753,Delta Services,2025-04-05,308.0,0
INV-7130,Gamma Co,2025-05-17,420.0,0
INV-5573,Omega Inc,2025-05-22,611.0,0
INV-3407,Beta Traders,2025-03-18,610.0,0
INV-1433,Omega Inc,2025-02-11,9906.0,0
INV-8543,Gamma Co,2025-03-08,6089.0,0
INV-4862,Delta Services,2025-02-09,529.0,0
INV-9670,Alpha Supplies,2024-09-26,4544.0,0
INV-2790,Delta Services,2024-12-07,4400.0,1
INV-8976,Gamma Co,2025-02-22,547.0,0
INV-8649,Gamma Co,2025-05-04,1157.0,0
INV-5829,Omega Inc,2024-12-23,1226.0,0
INV-9487,Gamma Co,2025-05-30,274.0,0
INV-8919,Omega Inc,2024-12-15,82.0,0
INV-1313,Omega Inc,2025-04-10,4075.0,0
INV-4452,Alpha Supplies,2025-07-31,476.0,0
INV-7793,Gamma Co,2025-01-31,85.0,0
INV-6507,Gamma Co,2024-08-30,109.0,0
INV-6591,Delta Services,2025-05-11,397.0,0
INV-2736,Alpha Supplies,2024-08-30,217.0,0
INV-9821,Beta Traders,2024-09-22,5420.0,0
INV-3635,Beta Traders,2025-05-01,3844.0,0
INV-5949,Delta Services,2024-12-03,115.0,0
INV-2312,Delta Services,2025-02-13,4339.0,0
INV-6454,Alpha Supplies,2025-05-19,8483.0,1
INV-3160,Beta Traders,2025-01-04,87.0,0
INV-4211,Delta Services,2025-08-04,89.0,0
INV-6647,Alpha Supplies,2025-06-27,1551.0,0
INV-7460,Delta Services,2025-05-08,114.0,0
INV-3539,Omega Inc,2025-03-24,4436.0,0
INV-8129,Delta Services,2025-04-29,114.0,0
INV-5809,Alpha Supplies,2024-11-18,3924.0,0
INV-7952,Omega Inc,2025-05-05,10999.0,0
INV-1668,Gamma Co,2025-02-01,481.0,0
INV-2947,Omega Inc,2024-10-03,1479.0,0
INV-6381,Omega Inc,2025-01-12,1109.0,0
INV-3265,Delta Services,2025-07-08,3424.0,1
INV-1714,Beta Traders,2024-09-24,5101.0,0
INV-4286,Beta Traders,2024-11-26,1039.0,0
INV-2719,Omega Inc,2025-02-22,5864.0,0
INV-6053,Beta Traders,2024-12-09,9332.0,0
INV-3524,Omega Inc,2024-10-11,545.0,0
INV-9460,Beta Traders,2025-08-09,10440.0,0
INV-7616,Delta Services,2025-08-05,499.0,0
INV-4563,Omega Inc,2025-06-15,408.0,0
INV-3827,Delta Services,2024-09-12,414.0,0
INV-2948,Gamma Co,2025-03-23,470.0,0
INV-7374,Omega Inc,2024-12-19,274.0,0
INV-5770,Beta Traders,2024-12-14,1147.0,0
INV-6709,Beta Traders,2025-02-25,128.0,0
INV-1569,Omega Inc,2025-01-19,906.0,0
INV-2216,Beta Traders,2025-04-02,948.0,0
INV-6587,Delta Services,2025-04-13,543.0,0
INV-4214,Alpha Supplies,2024-12-05,1268.0,0
INV-8018,Alpha Supplies,2025-06-04,1317.0,0
INV-1682,Alpha Supplies,2025-07-04,8990.0,1
